BODY_CHARACTERISTIC	Default	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/904b1aac30a77a139800a4f5.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/904b1aac30a77a139800a4f5.png	68cbc79db2d967ad945bd1004911d675d96280335944eda018cb1ab626986a63
BODY_CHARACTERISTIC	Muscular	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/3dd726021dda7da97f860540.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/3dd726021dda7da97f860540.png	a694ef39af140af20f6d1d6205c1fe31c38082e887fe3887d42aaa81c4d20203
CAPE	Cape_Authenticator	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/c183e984d551c84eb19fe5d1.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/c183e984d551c84eb19fe5d1.png	89acec9e5df052e5b146c7e37a9c9d47fcdcd14100938bca6f349058a8c266ca
CAPE	Cape_Bannerlord	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/bfa412fabf999cc14d0468e1.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/bfa412fabf999cc14d0468e1.png	31f4174355f765fd0da8b20edb6437ecf45254da58c5c039f3c5ba5990b7212f
CAPE	Cape_Blazen_Wizard	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/89b8b2205c88ecbecdbc5978.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/89b8b2205c88ecbecdbc5978.png	06d103506bb186d0f30bd181accc927bba7e86ef09f954f902002b22d31e9a86
CAPE	Cape_Featherbound	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/59d51d231afa644ecdbc00d1.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/59d51d231afa644ecdbc00d1.png	50169d4625f4cc3f19215e948194987fd0694fadd20db7b084db4c1938b5838b
CAPE	Cape_Forest_Guardian	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/4732ec8cda72e37a27f9ee17.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/4732ec8cda72e37a27f9ee17.png	476e40a3c4d0fe99742880164d44709e32331cd2017140eea78927fa846e8a3a
CAPE	Cape_King	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/d89972fad143e61af642e0cd.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/d89972fad143e61af642e0cd.png	d371c1191479075257ac0dbc3cd7b2ed5f9fbc20b73aa0c8786b25c65e643b5d
CAPE	Cape_Knight	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/259065c040627383adb7d97b.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/259065c040627383adb7d97b.png	a1a34b692dada7a2cf13ec955887a6449cc5d015d6bbf9ec4cdd296bc0fcd11f
CAPE	Cape_New_Beginning	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/0aea08301e35808dd209453d.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/0aea08301e35808dd209453d.png	9d8dfbf48071560ef0e9d94f6a80ab19003d351fdc182373e49f94c92798b6f1
CAPE	Cape_PopStar	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/724be033f23f2c36a6a66974.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/724be033f23f2c36a6a66974.png	9129171b18ab633a0900eb0208666210d2c88017a75dd0e0477d0d1fa9801985
CAPE	Cape_Royal_Emissary	UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/d15718ab6ef3dc3be5490ef4.png	Common/UI/Custom/Pages/ImmersiveNpcAppearance/Catalog/Thumbnails/d15718ab6ef3dc3be5490ef4.png	3aada8fe9ecf447070923c9dd790e3e021d9c8af9298d5a8b4b2b0471d3b21ed
