[2026/09/09 11:50:49   INFO] [Hytale] Logger Initialized
[2026/09/09 11:50:49   INFO]           [HytaleServer] Starting HytaleServer
[2026/09/09 11:50:49   INFO]           [HytaleServer] Loading config...
[2026/09/09 11:50:49   INFO]           [HytaleServer] Authentication mode: OFFLINE
[2026/09/09 11:50:49   INFO]      [ServerAuthManager] No server tokens configured. Use /auth login to authenticate, or provide tokens via CLI/environment.
[2026/09/09 11:50:49   INFO]      [ServerAuthManager] Server session ID: c2dfa75d-a241-47f8-af2b-79f0c40ba356
[2026/09/09 11:50:50   INFO]           [HytaleServer] Booting up HytaleServer - Version: 0.7.0-pre.1, Revision: e8b4d191fc98a977bf5546a951a7b25473d323e3
[2026/09/09 11:50:50   INFO]           [HytaleServer] Setup phase...
[2026/09/09 11:50:50   INFO]          [PluginManager] Loading pending core plugins!
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:ConsoleModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:PermissionsModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:UpdateModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:LiveConfigModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:FlyCameraModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:AssetModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:CommonAssetModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:CosmeticsModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:ServerManager
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:I18nModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:ItemModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:BlockTypeModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:LegacyModule
[2026/09/09 11:50:50   INFO]          [PluginManager] - Hytale:BlockModule
